last_name,first_name,id,session,party_name,party_id,gender,birth,death,fylke_name,fylke_id,version,party_version,fylke_version
Vedum,Trygve Slagsvold,TMV,2005-2009,Senterpartiet,Sp,mann,1978-12-01T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Opheim,Torfinn,TO,2005-2009,Arbeiderpartiet,A,mann,1961-04-12T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Andersen,Torbjørn,TOA,2005-2009,Fremskrittspartiet,FrP,mann,1957-01-05T00:00:00,0001-01-01T00:00:00,Aust-Agder,AA,1.3,1.3,1.3
Hagebakken,Tore,TOHA,2005-2009,Arbeiderpartiet,A,mann,1961-01-08T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Nordtun,Tore,TON,2005-2009,Arbeiderpartiet,A,mann,1949-09-30T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Pedersen,Torny,TP,2005-2009,Arbeiderpartiet,A,kvinne,1946-02-18T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Rudihagen,Torstein,TR,2005-2009,Arbeiderpartiet,A,mann,1951-08-14T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Helleland,Trond,TROH,2005-2009,Høyre,H,mann,1962-07-10T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Grande,Trine Skei,TSG,2005-2009,Venstre,V,kvinne,1969-10-02T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Knudsen,Ulf Erik,UEK,2005-2009,Fremskrittspartiet,FrP,mann,1964-12-20T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Leirstein,Ulf,UIL,2005-2009,Fremskrittspartiet,FrP,mann,1973-06-30T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Bjørnstad,Vidar,VB,2005-2009,Arbeiderpartiet,A,mann,1955-09-01T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Giltun,Vigdis,VKG,2005-2009,Fremskrittspartiet,FrP,kvinne,1952-03-11T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Lysklætt,Vera,VL,2005-2009,Venstre,V,kvinne,1954-01-29T00:00:00,0001-01-01T00:00:00,Finnmark,Fi,1.3,1.3,1.3
Halleraker,Øyvind,ØYVH,2005-2009,Høyre,H,mann,1951-10-27T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Haga,Åslaug,AAMH,2005-2009,Senterpartiet,Sp,kvinne,1959-10-21T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Dahl,André Oktay,ADA,2009-2013,Høyre,H,mann,1975-07-07T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Sortevik,Arne,AESO,2009-2013,Fremskrittspartiet,FrP,mann,1947-03-12T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Starheim,Åge,AGES,2009-2013,Fremskrittspartiet,FrP,mann,1946-05-23T00:00:00,0001-01-01T00:00:00,Sogn og Fjordane,SF,1.3,1.3,1.3
Hagen,Aksel,AKSH,2009-2013,Sosialistisk Venstreparti,SV,mann,1953-10-04T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Holmelid,Alf Egil,ALEH,2009-2013,Sosialistisk Venstreparti,SV,mann,1947-12-13T00:00:00,0001-01-01T00:00:00,Vest-Agder,VA,1.3,1.3,1.3
Ljunggren,Anna,ALJ,2009-2013,Arbeiderpartiet,A,kvinne,1984-06-13T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Lysbakken,Audun,ALYS,2009-2013,Sosialistisk Venstreparti,SV,mann,1977-09-30T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Anundsen,Anders,ANA,2009-2013,Fremskrittspartiet,FrP,mann,1975-11-17T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Bjørnflaten,Anne Marit,ANMB,2009-2013,Arbeiderpartiet,A,kvinne,1969-06-18T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Huitfeldt,Anniken,ANNH,2009-2013,Arbeiderpartiet,A,kvinne,1969-11-29T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Strøm-Erichsen,Anne-Grete,ANS,2009-2013,Arbeiderpartiet,A,kvinne,1949-10-21T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Kambe,Arve,ARK,2009-2013,Høyre,H,mann,1974-11-25T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Michaelsen,Åse,ASC,2009-2013,Fremskrittspartiet,FrP,kvinne,1960-06-04T00:00:00,0001-01-01T00:00:00,Vest-Agder,VA,1.3,1.3,1.3
Trettebergstuen,Anette,ATR,2009-2013,Arbeiderpartiet,A,kvinne,1981-05-25T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Wøien,Anne Tingelstad,ATW,2009-2013,Senterpartiet,Sp,kvinne,1965-06-18T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Werp,Anders B.,AWE,2009-2013,Høyre,H,mann,1961-12-16T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Arnesen,Bendiks H.,BEHA,2009-2013,Arbeiderpartiet,A,mann,1951-06-09T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Høie,Bent,BENH,2009-2013,Høyre,H,mann,1971-05-04T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Lødemel,Bjørn,BLO,2009-2013,Høyre,H,mann,1958-08-19T00:00:00,0001-01-01T00:00:00,Sogn og Fjordane,SF,1.3,1.3,1.3
Tenden,Borghild,BT,2009-2013,Venstre,V,kvinne,1951-06-23T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Thorsen,Bente,BTH,2009-2013,Fremskrittspartiet,FrP,kvinne,1958-10-31T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Solhjell,Bård Vegar,BVS,2009-2013,Sosialistisk Venstreparti,SV,mann,1971-12-22T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Hoksrud,Bård,BÅH,2009-2013,Fremskrittspartiet,FrP,mann,1973-03-26T00:00:00,0001-01-01T00:00:00,Telemark,Te,1.3,1.3,1.3
Tybring-Gjedde,Christian,CT,2009-2013,Fremskrittspartiet,FrP,mann,1963-08-08T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Eriksen,Dagrun,DE,2009-2013,Kristelig Folkeparti,KrF,kvinne,1971-06-28T00:00:00,0001-01-01T00:00:00,Vest-Agder,VA,1.3,1.3,1.3
Høybråten,Dagfinn,DH,2009-2013,Kristelig Folkeparti,KrF,mann,1957-12-02T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Teigen,Dag Ole,DOT,2009-2013,Arbeiderpartiet,A,mann,1982-08-10T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Andersen,Dag Terje,DTA,2009-2013,Arbeiderpartiet,A,mann,1957-05-27T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Aspaker,Elisabeth,EAS,2009-2013,Høyre,H,kvinne,1962-10-16T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Botten,Else-May,EBO,2009-2013,Arbeiderpartiet,A,kvinne,1973-08-16T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Sivertsen,Eirik,EIRS,2009-2013,Arbeiderpartiet,A,mann,1971-03-17T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Sund,Eirin,EKS,2009-2013,Arbeiderpartiet,A,kvinne,1967-04-06T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Nørve,Elisabeth Røbekk,ELN,2009-2013,Høyre,H,kvinne,1951-03-29T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Solberg,Erna,ES,2009-2013,Høyre,H,kvinne,1961-02-24T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Hansen,Eva Kristin,EVH,2009-2013,Arbeiderpartiet,A,kvinne,1973-03-05T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Bakke-Jensen,Frank,FBJ,2009-2013,Høyre,H,mann,1965-03-08T00:00:00,0001-01-01T00:00:00,Finnmark,Fi,1.3,1.3,1.3
de Ruiter,Freddy,FR,2009-2013,Arbeiderpartiet,A,mann,1969-04-04T00:00:00,0001-01-01T00:00:00,Aust-Agder,AA,1.3,1.3,1.3
Gundersen,Gunnar,GAG,2009-2013,Høyre,H,mann,1956-05-21T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Hansen,Geir-Ketil,GEHN,2009-2013,Sosialistisk Venstreparti,SV,mann,1956-03-13T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Bekkevold,Geir Jørgen,GJB,2009-2013,Kristelig Folkeparti,KrF,mann,1963-11-19T00:00:00,0001-01-01T00:00:00,Telemark,Te,1.3,1.3,1.3
Hagesæter,Gjermund,GJH,2009-2013,Fremskrittspartiet,FrP,mann,1960-12-12T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Kristoffersen,Gerd Janne,GJK,2009-2013,Arbeiderpartiet,A,kvinne,1952-11-18T00:00:00,0001-01-01T00:00:00,Nord-Trøndelag,NT,1.3,1.3,1.3
Gjul,Gunn Karin,GKG,2009-2013,Arbeiderpartiet,A,kvinne,1967-07-26T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Kjernli,Gorm,GOK,2009-2013,Arbeiderpartiet,A,mann,1981-12-31T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Eldegard,Gunvor,GUE,2009-2013,Arbeiderpartiet,A,kvinne,1963-04-14T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Olsen,Gunn,GUO,2009-2013,Arbeiderpartiet,A,kvinne,1952-09-18T00:00:00,2013-12-27T00:00:00,Telemark,Te,1.3,1.3,1.3
Asmyhr,Hans Frode Kielland,HAFA,2009-2013,Fremskrittspartiet,FrP,mann,1970-02-26T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Holmås,Heikki Eidsvoll,HEH,2009-2013,Sosialistisk Venstreparti,SV,mann,1972-06-28T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Warloe,Henning,HEW,2009-2013,Høyre,H,mann,1961-03-24T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Langeland,Hallgeir H.,HHL,2009-2013,Sosialistisk Venstreparti,SV,mann,1955-11-14T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Magnusson,Hilde,HML,2009-2013,Arbeiderpartiet,A,kvinne,1970-06-11T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Syversen,Hans Olav,HOSY,2009-2013,Kristelig Folkeparti,KrF,mann,1966-11-25T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Pedersen,Helga,HPED,2009-2013,Arbeiderpartiet,A,kvinne,1973-01-13T00:00:00,0001-01-01T00:00:00,Finnmark,Fi,1.3,1.3,1.3
Skumsvoll,Henning,HSK,2009-2013,Fremskrittspartiet,FrP,mann,1947-03-15T00:00:00,0001-01-01T00:00:00,Vest-Agder,VA,1.3,1.3,1.3
Tajik,Hadia,HTA,2009-2013,Arbeiderpartiet,A,kvinne,1983-07-18T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Nesvik,Harald T.,HTN,2009-2013,Fremskrittspartiet,FrP,mann,1966-05-04T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Godskesen,Ingebjørg Amanda,IAG,2009-2013,Fremskrittspartiet,FrP,kvinne,1957-05-26T00:00:00,0001-01-01T00:00:00,Aust-Agder,AA,1.3,1.3,1.3
Thomsen,Ib,IBTH,2009-2013,Fremskrittspartiet,FrP,mann,1961-10-06T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Heggø,Ingrid,IHE,2009-2013,Arbeiderpartiet,A,kvinne,1961-08-12T00:00:00,0001-01-01T00:00:00,Sogn og Fjordane,SF,1.3,1.3,1.3
Johansen,Irene,IJ,2009-2013,Arbeiderpartiet,A,kvinne,1961-01-07T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Søreide,Ine M. Eriksen,IME,2009-2013,Høyre,H,kvinne,1976-05-02T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Thorkildsen,Inga Marte,IMT,2009-2013,Sosialistisk Venstreparti,SV,kvinne,1976-07-02T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Olsen,Ingalill,IOL,2009-2013,Arbeiderpartiet,A,kvinne,1955-12-15T00:00:00,0001-01-01T00:00:00,Finnmark,Fi,1.3,1.3,1.3
Nordahl,Irene Lange,IRLN,2009-2013,Senterpartiet,Sp,kvinne,1968-02-11T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Schou,Ingjerd,ISC,2009-2013,Høyre,H,kvinne,1955-01-20T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Kristiansen,Ivar,IVK,2009-2013,Høyre,H,mann,1956-02-18T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Ellingsen,Jan Arild,JAE,2009-2013,Fremskrittspartiet,FrP,mann,1958-10-09T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Asphjell,Jorodd,JASP,2009-2013,Arbeiderpartiet,A,mann,1960-07-17T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Bøhler,Jan,JBO,2009-2013,Arbeiderpartiet,A,mann,1952-03-01T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Stoltenberg,Jens,JES,2009-2013,Arbeiderpartiet,A,mann,1959-03-16T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Fredriksen,Jan-Henrik,JF,2009-2013,Fremskrittspartiet,FrP,mann,1956-10-02T00:00:00,0001-01-01T00:00:00,Finnmark,Fi,1.3,1.3,1.3
Støre,Jonas Gahr,JGS,2009-2013,Arbeiderpartiet,A,mann,1960-08-25T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Rytman,Jørund,JHR,2009-2013,Fremskrittspartiet,FrP,mann,1977-05-04T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Klinge,Jenny,JKL,2009-2013,Senterpartiet,Sp,kvinne,1975-11-28T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Gåsvatn,Jon Jæger,JONG,2009-2013,Fremskrittspartiet,FrP,mann,1954-06-19T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Nordås,Janne Sjelmo,JSN,2009-2013,Senterpartiet,Sp,kvinne,1964-05-11T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Sanner,Jan Tore,JTS,2009-2013,Høyre,H,mann,1965-05-06T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Henriksen,Kari,KARH,2009-2013,Arbeiderpartiet,A,kvinne,1955-08-10T00:00:00,0001-01-01T00:00:00,Vest-Agder,VA,1.3,1.3,1.3
Svendsen,Kenneth,KES,2009-2013,Fremskrittspartiet,FrP,mann,1954-08-02T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Solvik-Olsen,Ketil,KETS,2009-2013,Fremskrittspartiet,FrP,mann,1972-02-14T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Halvorsen,Kristin,KHA,2009-2013,Sosialistisk Venstreparti,SV,kvinne,1960-09-02T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Ropstad,Kjell Ingolf,KJR,2009-2013,Kristelig Folkeparti,KrF,mann,1985-06-01T00:00:00,0001-01-01T00:00:00,Aust-Agder,AA,1.3,1.3,1.3
Toppe,Kjersti,KJT,2009-2013,Senterpartiet,Sp,kvinne,1967-10-20T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Kjos,Kari Kjønaas,KKK,2009-2013,Fremskrittspartiet,FrP,kvinne,1962-01-25T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Hareide,Knut Arild,KNAH,2009-2013,Kristelig Folkeparti,KrF,mann,1972-11-23T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Storberget,Knut,KNUS,2009-2013,Arbeiderpartiet,A,mann,1964-10-06T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Simensen,Kåre,KSIM,2009-2013,Arbeiderpartiet,A,mann,1955-08-30T00:00:00,0001-01-01T00:00:00,Finnmark,Fi,1.3,1.3,1.3
Woldseth,Karin S.,KSW,2009-2013,Fremskrittspartiet,FrP,kvinne,1954-08-09T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Andersen,Karin,KAAN,2009-2013,Sosialistisk Venstreparti,SV,kvinne,1952-12-16T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Gustavsen,Laila,LAG,2009-2013,Arbeiderpartiet,A,kvinne,1973-10-24T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Brekk,Lars Peder,LAPB,2009-2013,Senterpartiet,Sp,mann,1955-10-08T00:00:00,0001-01-01T00:00:00,Nord-Trøndelag,NT,1.3,1.3,1.3
Helleland,Linda C. Hofstad,LCH,2009-2013,Høyre,H,kvinne,1977-08-26T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Dåvøy,Laila,LD,2009-2013,Kristelig Folkeparti,KrF,kvinne,1948-08-11T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Hjemdal,Line Henriette,LHH,2009-2013,Kristelig Folkeparti,KrF,kvinne,1971-10-18T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Christoffersen,Lise,LIC,2009-2013,Arbeiderpartiet,A,kvinne,1955-08-05T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Hansen,Lillian,LILH,2009-2013,Arbeiderpartiet,A,kvinne,1957-05-17T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Myraune,Lars,LMY,2009-2013,Høyre,H,mann,1944-08-05T00:00:00,0001-01-01T00:00:00,Nord-Trøndelag,NT,1.3,1.3,1.3
Reiertsen,Laila Marie,LRE,2009-2013,Fremskrittspartiet,FrP,kvinne,1960-10-19T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Navarsete,Liv Signe,LSN,2009-2013,Senterpartiet,Sp,kvinne,1958-10-23T00:00:00,0001-01-01T00:00:00,Sogn og Fjordane,SF,1.3,1.3,1.3
Rommetveit,Magne,MAGR,2009-2013,Arbeiderpartiet,A,mann,1956-04-27T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Kolberg,Martin,MAKO,2009-2013,Arbeiderpartiet,A,mann,1949-02-24T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Marthinsen,Marianne,MAM,2009-2013,Arbeiderpartiet,A,kvinne,1980-08-25T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Hanekamhaug,Mette,METH,2009-2013,Fremskrittspartiet,FrP,kvinne,1987-06-04T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Tetzschner,Michael,MIT,2009-2013,Høyre,H,mann,1954-02-09T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Kleppa,Magnhild Meltveit,MMK,2009-2013,Senterpartiet,Sp,kvinne,1948-11-12T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Nybakk,Marit,MN,2009-2013,Arbeiderpartiet,A,kvinne,1947-02-14T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Johansen,Morten Ørsal,MOJ,2009-2013,Fremskrittspartiet,FrP,mann,1964-09-11T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Høglund,Morten,MORH,2009-2013,Fremskrittspartiet,FrP,mann,1965-07-16T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Aasen,Marianne,MAAA,2009-2013,Arbeiderpartiet,A,kvinne,1967-02-21T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Astrup,Nikolai,NA,2009-2013,Høyre,H,mann,1978-06-12T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Moe,Ola Borten,OBM,2009-2013,Senterpartiet,Sp,mann,1976-06-06T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Grimstad,Oskar J.,OG,2009-2013,Fremskrittspartiet,FrP,mann,1954-11-08T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Thommessen,Olemic,OLET,2009-2013,Høyre,H,mann,1956-04-18T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Vaksdal,Øyvind,OVA,2009-2013,Fremskrittspartiet,FrP,mann,1955-10-19T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Korsberg,Øyvind,OYK,2009-2013,Fremskrittspartiet,FrP,mann,1960-01-31T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Bredvold,Per Roar,PB,2009-2013,Fremskrittspartiet,FrP,mann,1957-03-05T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Gitmark,Peter Skovholt,PEG,2009-2013,Høyre,H,mann,1977-04-15T00:00:00,0001-01-01T00:00:00,Vest-Agder,VA,1.3,1.3,1.3
Myhre,Peter N.,PEMY,2009-2013,Fremskrittspartiet,FrP,mann,1954-11-29T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Sandberg,Per,PES,2009-2013,Fremskrittspartiet,FrP,mann,1960-02-06T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Foss,Per-Kristian,PKF,2009-2013,Høyre,H,mann,1950-07-19T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Olsen,Per Arne,PO,2009-2013,Fremskrittspartiet,FrP,mann,1961-02-21T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Lundteigen,Per Olaf,POL,2009-2013,Senterpartiet,Sp,mann,1953-04-18T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Henriksen,Per Rune,PRH,2009-2013,Arbeiderpartiet,A,mann,1960-03-14T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Amundsen,Per-Willy,PTA,2009-2013,Fremskrittspartiet,FrP,mann,1971-01-21T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Eide,Rigmor Andersen,RAE,2009-2013,Kristelig Folkeparti,KrF,kvinne,1954-06-26T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Eriksson,Robert,RE,2009-2013,Fremskrittspartiet,FrP,mann,1974-04-23T00:00:00,0001-01-01T00:00:00,Nord-Trøndelag,NT,1.3,1.3,1.3
Aasrud,Rigmor,RIAJ,2009-2013,Arbeiderpartiet,A,kvinne,1960-06-26T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Flåtten,Svein,SAF,2009-2013,Høyre,H,mann,1944-10-14T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Gjelseth,Svein,SAG,2009-2013,Arbeiderpartiet,A,mann,1950-02-02T00:00:00,0001-01-01T00:00:00,Møre og Romsdal,MR,1.3,1.3,1.3
Harberg,Svein,SHAR,2009-2013,Høyre,H,mann,1958-07-30T00:00:00,0001-01-01T00:00:00,Aust-Agder,AA,1.3,1.3,1.3
Horne,Solveig,SHK,2009-2013,Fremskrittspartiet,FrP,kvinne,1969-01-12T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Jensen,Siv,SIVJ,2009-2013,Fremskrittspartiet,FrP,kvinne,1969-06-01T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Meling,Siri A.,SME,2009-2013,Høyre,H,kvinne,1963-02-08T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Myrli,Sverre,SMY,2009-2013,Arbeiderpartiet,A,mann,1971-08-26T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Valen,Snorre Serigstad,SNV,2009-2013,Sosialistisk Venstreparti,SV,mann,1984-09-16T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Hansen,Sigvald Oppebøen,SOH,2009-2013,Arbeiderpartiet,A,mann,1950-09-21T00:00:00,0001-01-01T00:00:00,Telemark,Te,1.3,1.3,1.3
Mandt,Sonja,SOM,2009-2013,Arbeiderpartiet,A,kvinne,1960-03-29T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Sjøli,Sonja Irene,SONS,2009-2013,Høyre,H,kvinne,1949-06-06T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Hansen,Svein Roald,SRH,2009-2013,Arbeiderpartiet,A,mann,1949-08-20T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Gullvåg,Steinar,STEG,2009-2013,Arbeiderpartiet,A,mann,1946-10-27T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Bratli,Susanne,SUB,2009-2013,Arbeiderpartiet,A,kvinne,1966-06-10T00:00:00,0001-01-01T00:00:00,Nord-Trøndelag,NT,1.3,1.3,1.3
Graham,Sylvi,SYG,2009-2013,Høyre,H,kvinne,1951-12-17T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Lien,Tord,TALI,2009-2013,Fremskrittspartiet,FrP,mann,1975-09-10T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Strøm,Tor-Arne,TAS,2009-2013,Arbeiderpartiet,A,mann,1952-05-06T00:00:00,0001-01-01T00:00:00,Nordland,No,1.3,1.3,1.3
Bremer,Tor,TBRE,2009-2013,Arbeiderpartiet,A,mann,1955-02-09T00:00:00,0001-01-01T00:00:00,Sogn og Fjordane,SF,1.3,1.3,1.3
